Match_no,Match_Between_bat,Team_Innings,Batsman_Name,Batting_Position,Dismissal,Runs_bat,Balls,4s,6s,Strike_Rate,Match_Between_bowl,Bowling_Team,Bowler_Name,Overs,Maidens,Runs_bowl,Wickets,Economy
26,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10,c Quinton de Kock b Lungi Ngidi,7,9,0,1,77.800,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10,c Quinton de Kock b Lungi Ngidi,7,9,0,1,77.800,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10,c Quinton de Kock b Lungi Ngidi,7,9,0,1,77.800,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10,c Quinton de Kock b Lungi Ngidi,7,9,0,1,77.800,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,Pakistan,Haris Rauf,11,not out,0,1,0,0,0.000,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Temba Bavuma,1,c Saud Shakeel b Mohammad Wasim Jr,28,27,4,1,103.700,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Quinton de Kock,2,c Mohammad Wasim Jr b Shaheen Afridi,24,14,5,0,171.400,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Rassie van der Dussen,3,lbw b Usama Mir,21,39,0,0,53.800,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Aiden Markram,4,c Babar Azam b Usama Mir,91,93,7,3,97.800,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Heinrich Klaasen,5,c Usama Mir b Mohammad Wasim Jr,12,10,0,1,120.000,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,David Miller,6,c Mohammad Rizwan b Shaheen Afridi,29,33,2,2,87.900,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Marco Jansen,7,c Babar Azam b Haris Rauf,20,14,2,1,142.900,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Gerald Coetzee,8,c Mohammad Rizwan b Shaheen Afridi,10,13,0,0,76.900,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Keshav Maharaj,9,not out,7,21,1,0,33.300,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,South Africa,Gerald Coetzee,7.0,0,42,2,6.0
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,10.0,0,60,4,6.0
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,Pakistan,Iftikhar Ahmed,3.0,0,23,0,7.667
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,Pakistan,Shaheen Afridi,10.0,0,45,3,4.5
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,Pakistan,Mohammad Nawaz,6.2,0,40,0,6.316
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,Pakistan,Haris Rauf,10.0,0,62,2,6.2
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,Pakistan,Mohammad Wasim Jr,10.0,1,50,2,5.0
26,Pakistan vs South Africa,South Africa,Lungi Ngidi,10,c & b Haris Rauf,4,14,0,0,28.600,Pakistan vs South Africa,Pakistan,Usama Mir,8.0,0,45,2,5.625
26,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,11,not out,4,6,0,0,66.700,Pakistan vs South Africa,South Africa,Marco Jansen,9.0,1,43,3,4.78
26,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,11,not out,4,6,0,0,66.700,Pakistan vs South Africa,South Africa,Lungi Ngidi,7.4,0,45,1,5.87
26,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,11,not out,4,6,0,0,66.700,Pakistan vs South Africa,South Africa,Aiden Markram,4.0,0,20,0,5.0
26,Pakistan vs South Africa,South Africa,Tabraiz Shamsi,11,not out,4,6,0,0,66.700,Pakistan vs South Africa,South Africa,Keshav Maharaj,9.0,0,56,0,6.22
